,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
275,Multi Family,1925,Gas,No Data,2 spaces,,$260,"$149,000","845 E 89th St, Chicago, IL 60619",574, No, 5, 2, 2,"Home values in Burnside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Burnside will rise 2.4% (↑) in the next year.This home is valued 20.3% higher (↑) than the median home in Burnside.The median Zestimate® for this neighborhood is $123,820.",https://www.zillow.com/homedetails/845-E-89th-St-Chicago-IL-60619/121073434_zpid/,,
276,Condo,2003,"Forced air, Gas",Central,No Data,$964/mo,$409,"$519,990","400 N La Salle Dr APT 3002, Chicago, IL 60654","1,271", No, 2, 2, 2,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 22.3% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/400-N-La-Salle-Dr-APT-3002-Chicago-IL-60654/80845478_zpid/,,
277,Single Family,2006,Forced air,Central,2 spaces,None,$396,"$2,695,000","2002 N Mohawk St, Chicago, IL 60614","6,800", No, 7, 8, 6,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% (↓) in the next year.This home is valued 387.5% higher (↑) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2002-N-Mohawk-St-Chicago-IL-60614/3737997_zpid/,"2,983 sqft", 2
278,Single Family,2020,Forced air,Central,2 spaces,,$227,"$839,900","Buildable plan: Modern Farmhouse, The McLean Collection, Chicago, IL 60647",, Yes, 4, 4, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 108.1% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/community/mclean-collection/2080014966_zpid/,No Data, 1
279,Single Family,1966,"Forced air, Gas",Central,2 spaces,,$51,"$57,000","8718 S Normal Ave, Chicago, IL 60620","1,120", No, 3, 1, 1,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will fall 3.6% (↓) in the next year.This home is valued 54.8% lower (↓) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/8718-S-Normal-Ave-Chicago-IL-60620/4118210_zpid/,"3,323 sqft",
280,Single Family,1956,Forced air,Central,2 spaces,None,$40,"$79,000","2038 W 80th St, Chicago, IL 60620","1,964", No, 3, 2, 2,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will fall 3.6% (↓) in the next year.This home is valued 37.4% lower (↓) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/2038-W-80th-St-Chicago-IL-60620/4012368_zpid/,"4,007 sqft",
281,Multiple Occupancy,1900,"Forced air, Gas",Central,2 spaces,,,"$449,000","2342 W Altgeld St, Chicago, IL 60647",, No, 4, 2, 2,"Home values in Bucktown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bucktown will rise 0.5% (↑) in the next year.This home is valued 25.3% lower (↓) than the median home in Bucktown.The median Zestimate® for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2342-W-Altgeld-St-Chicago-IL-60647/2116134365_zpid/,,
282,Multiple Occupancy,1919,Gas,No Data,3 spaces,,,"$249,900","4749 W Washington Blvd, Chicago, IL 60644",, No, 6, 3, 3,"Home values in West Garfield Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Garfield Park will increase 7.1% (↑) in the next year.This home is valued 120.5% higher (↑) than the median home in West Garfield Park.The median Zestimate® for this neighborhood is $113,328.",https://www.zillow.com/homedetails/4749-W-Washington-Blvd-Chicago-IL-60644/2089606435_zpid/,,
283,Condo,1970,"None, Baseboard",Other,No Data,$163/mo,$211,"$85,000","1415 W Lunt Ave APT 309, Chicago, IL 60626",402, No, 0, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 62.4% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1415-W-Lunt-Ave-APT-309-Chicago-IL-60626/80818404_zpid/,,
284,Townhouse,1971,Forced air,Central,1 space,$280/month,$373,"$540,900","558 W Armitage Ave #A2, Chicago, IL 60614","1,450", No, 2, 3, 2,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 2.2% lower (↓) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/558-W-Armitage-Ave-A2-Chicago-IL-60614/70462257_zpid/,"1,295 sqft", 1
285,Multi Family,1909,Forced air,Central,2 spaces,,No Data,"$458,500","(Undisclosed Address), Chicago, IL 60624",, No, 5, 4, 3,"Home values in East Garfield Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Garfield Park will increase 8.8% (↑) in the next year.This home is valued 186.3% higher (↑) than the median home in East Garfield Park.The median Zestimate® for this neighborhood is $160,150.",https://www.zillow.com/homedetails/Chicago-IL-60624/2077625532_zpid/,, 1
286,Single Family,2008,Forced air,Central,2 spaces,None,$274,"$745,000","4618 N Kilbourn Ave, Chicago, IL 60630","2,716", No, 4, 4, 3,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 85.6% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4618-N-Kilbourn-Ave-Chicago-IL-60630/87710149_zpid/,"3,920 sqft", 1
287,Condo,1885,Forced air,Central,2 spaces,"$1,288/month",$389,"$1,049,000","318 S Michigan Ave #400, Chicago, IL 60604","2,700", No, 3, 4, 3,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will fall 3.3% (↓) in the next year.This home is valued 184.2% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/homedetails/318-S-Michigan-Ave-400-Chicago-IL-60604/2077625690_zpid/,, 1
288,Townhouse,2001,Forced air,Central,1 space,"$1,045/month",$212,"$415,000","1529 S State St #TOWNHOUSE 5, Chicago, IL 60605","1,955", No, 3, 3, 2,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 10.1% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1529-S-State-St-TOWNHOUSE-5-Chicago-IL-60605/63704377_zpid/,0.53 acres, 1
289,Condo,1960,Gas,Central,1 space,$200/mo,,"$130,000","6346 N Kedzie Ave #2W, Chicago, IL 60659",, No, 3, 1, 1,"Home values in West Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% (↑) in the next year.This home is valued 57.2% lower (↓) than the median home in West Rogers Park.The median Zestimate® for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6346-N-Kedzie-Ave-2W-Chicago-IL-60659/2077625796_zpid/,,
290,Condo,2002,Heat pump,Central,1 space,$571/month,$312,"$225,000","645 N Kingsbury St APT 2505, Chicago, IL 60654",720, No, 1, 2, 1,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 47.1% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2505-Chicago-IL-60654/70467325_zpid/,, 1
291,Condo,No Data,No Data,No Data,None,$400/month,$469,"$575,000","2003 N Howe St #3N, Chicago, IL 60614","1,227", No, 2, 1, 1,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% (↓) in the next year.This home is valued 4% higher (↑) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2003-N-Howe-St-3N-Chicago-IL-60614/2077625923_zpid/,,
292,Single Family,1963,Forced air,Central,2 spaces,None,$284,"$319,900","6147 W 64th St, Chicago, IL 60638","1,128", No, 3, 3, 2,"Home values in Clearing have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Clearing will rise 3.9% (↑) in the next year.This home is valued 38.8% higher (↑) than the median home in Clearing.The median Zestimate® for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6147-W-64th-St-Chicago-IL-60638/3948146_zpid/,"3,781 sqft", 1
293,Single Family,2014,"Forced air, Gas",Central,2 spaces,,$200,"$1,025,000","6042 N Leader Ave, Chicago, IL 60646","5,120", No, 5, 5, 4,"Home values in Edgebrook have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgebrook will fall 1.4% (↓) in the next year.This home is valued 134.1% higher (↑) than the median home in Edgebrook.The median Zestimate® for this neighborhood is $437,853.",https://www.zillow.com/homedetails/6042-N-Leader-Ave-Chicago-IL-60646/3624418_zpid/,"8,019 sqft", 1
294,Condo,1973,Forced air,Central,2 spaces,"$1,253/month",$295,"$339,000","655 W Irving Park Rd APT 5502, Chicago, IL 60613","1,150", No, 2, 2, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 37.3% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-5502-Chicago-IL-60613/80846174_zpid/,,
295,Condo,1928,Other,Central,1 space,$430/month,$276,"$270,000","1525 S Michigan Ave APT 311, Chicago, IL 60605",980, No, 1, 1, 1,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% (↑) in the next year.This home is valued 28.4% lower (↓) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1525-S-Michigan-Ave-APT-311-Chicago-IL-60605/54539884_zpid/,,
296,Condo,2016,Forced air,Central,1 space,$340/month,$361,"$590,000","1017 N California Ave #11, Chicago, IL 60622","1,633", No, 3, 2, 2,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 96.6% higher (↑) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1017-N-California-Ave-11-Chicago-IL-60622/2096425082_zpid/,,
297,Multi Family,1923,Gas,No Data,2 spaces,,No Data,"$280,000","2519 W 62nd St, Chicago, IL 60629",, No, 11, 6, 6,"Home values in Chicago Lawn have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Chicago Lawn will increase 1.8% (↑) in the next year.This home is valued 69.6% higher (↑) than the median home in Chicago Lawn.The median Zestimate® for this neighborhood is $165,068.",https://www.zillow.com/homedetails/2519-W-62nd-St-Chicago-IL-60629/2077627240_zpid/,,
298,Single Family,2014,Gas,Central,4 spaces,,$230,"$465,000","5836 S Natoma Ave, Chicago, IL 60638","2,020", No, 4, 4, 3,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will increase 4.1% (↑) in the next year.This home is valued 92.7% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5836-S-Natoma-Ave-Chicago-IL-60638/3945488_zpid/,"5,440 sqft", 1
299,Condo,2006,Forced air,Central,1 space,$250/month,$157,"$299,000","3701 S Ellis Ave APT 3, Chicago, IL 60653","1,900", No, 3, 2, 2,"Home values in Oakland have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Oakland will increase 1.2% (↑) in the next year.This home is valued 11.2% lower (↓) than the median home in Oakland.The median Zestimate® for this neighborhood is $336,641.",https://www.zillow.com/homedetails/3701-S-Ellis-Ave-APT-3-Chicago-IL-60653/87706538_zpid/,,
300,Single Family,1954,"Forced air, Gas",Central,4 spaces,,$271,"$650,000","7125 N Mobile Ave, Chicago, IL 60646","2,400", No, 5, 4, 3,"Home values in Wildwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wildwood will decrease 0.3% (↓) in the next year.This home is valued 47.3% higher (↑) than the median home in Wildwood.The median Zestimate® for this neighborhood is $441,218.",https://www.zillow.com/homedetails/7125-N-Mobile-Ave-Chicago-IL-60646/3552630_zpid/,"5,532 sqft", 1
301,Condo,1898,"Forced air, Gas",Central,1 space,$551/mo,$256,"$214,900","500 S Clinton St APT 424, Chicago, IL 60607",840, No, 1, 1, 1,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% (↑) in the next year.This home is valued 43% lower (↓) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/500-S-Clinton-St-APT-424-Chicago-IL-60607/62013434_zpid/,,
302,Single Family,1925,Gas,Central,2 spaces,None,$177,"$235,000","5104 W Melrose St, Chicago, IL 60641","1,325", No, 4, 1, 1,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% (↓) in the next year.This home is valued 9.9% lower (↓) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/5104-W-Melrose-St-Chicago-IL-60641/3664788_zpid/,"3,920 sqft",
303,Townhouse,1997,Forced air,Central,1 space,None,$285,"$599,000","1008 W Fry St, Chicago, IL 60642","2,100", No, 3, 4, 3,"Home values in Goose Island have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Goose Island will decrease 0.6% (↓) in the next year.This home is valued 29.1% higher (↑) than the median home in Goose Island.The median Zestimate® for this neighborhood is $463,950.",https://www.zillow.com/homedetails/1008-W-Fry-St-Chicago-IL-60642/49911775_zpid/,743 sqft, 1
304,Condo,2020,Forced air,Central,1 space,$193/month,No Data,"$599,000","2422 W Iowa St #1, Chicago, IL 60622",, Yes, 3, 3, 2,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 99.6% higher (↑) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/2422-W-Iowa-St-1-Chicago-IL-60622/2077628706_zpid/,, 1
