,Type,Year built,Heating,Cooling,Parking,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA
154,Single Family,1956,Other,None,1 space,"10,018 sqft",$153,"$325,000","8781 S 1240 E, Sandy, UT 84094","2,126", No, 2, 2, 1,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will rise 4.4% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/8781-S-1240-E-Sandy-UT-84094/12912026_zpid/, 1,
155,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$147,"$351,900","13011 S Keegan Dr #323, Herriman, UT 84096","2,402", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 19.6% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13011-S-Keegan-Dr-323-Herriman-UT-84096/2077567829_zpid/, 1,
156,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$149,"$346,900","5291 W Van Dyne Ln #218, Herriman, UT 84096","2,332", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 20.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5291-W-Van-Dyne-Ln-218-Herriman-UT-84096/2077567849_zpid/, 1,
157,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$151,"$346,900","1638 N 3890 W #2116, Lehi, UT 84043","2,296", Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1638-N-3890-W-2116-Lehi-UT-84043/2077568015_zpid/, 1,
158,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$151,"$346,900","1632 N 3890 W #2115, Lehi, UT 84043","2,296", Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1632-N-3890-W-2115-Lehi-UT-84043/2077568011_zpid/, 1,
159,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$149,"$346,900","5289 W Van Dyne Ln #217, Herriman, UT 84096","2,332", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 20.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5289-W-Van-Dyne-Ln-217-Herriman-UT-84096/2077568013_zpid/, 1,
160,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$154,"$358,900","5293 W Van Dyne Ln #219, Herriman, UT 84096","2,332", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 18% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5293-W-Van-Dyne-Ln-219-Herriman-UT-84096/2077568019_zpid/, 1,
161,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$156,"$359,900","13007 S Keegan Dr #324, Herriman, UT 84096","2,310", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 17.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13007-S-Keegan-Dr-324-Herriman-UT-84096/2077568018_zpid/, 1,
162,Single Family,2002,"Forced air, Gas","Central, Solar",3 spaces,"10,018 sqft",$151,"$514,900","2423 W Silver Meadow Way, West Jordan, UT 84088","3,416", No, 4, 4, 3,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will increase 5.2% (↑) in the next year.This home is valued 35.9% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/2423-W-Silver-Meadow-Way-West-Jordan-UT-84088/60184411_zpid/, 1,
163,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$151,"$366,900","5287 W Van Dyne Ln #216, Herriman, UT 84096","2,424", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 16.2% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5287-W-Van-Dyne-Ln-216-Herriman-UT-84096/2077568001_zpid/, 1,
164,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$157,"$362,900","13019 S Keegan Dr #321, Herriman, UT 84096","2,310", Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 17.1% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13019-S-Keegan-Dr-321-Herriman-UT-84096/2077568005_zpid/, 1,
165,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$151,"$346,900","1626 N 3890 W #2114, Lehi, UT 84043","2,296", Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1626-N-3890-W-2114-Lehi-UT-84043/2077568029_zpid/, 1,
166,Single Family,1962,No Data,No Data,1 space,"7,405 sqft",$149,"$289,000","4960 W Coquille Ave S, West Valley City, UT 84120","1,944", No, 4, 1, 1,"Home values in 84120 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84120 will rise 5.7% (↑) in the next year.This home is valued 5.6% lower (↓) than the median home in 84120.The median Zestimate® for this neighborhood is $306,114.",https://www.zillow.com/homedetails/4960-W-Coquille-Ave-S-West-Valley-City-UT-84120/2077568039_zpid/,,
167,Multiple Occupancy,1979,"Baseboard, Electric",None,8 spaces,,$201,"$799,900","1420 E 13200 S, Draper, UT 84020","3,978", No, 8, 4, 4,,https://www.zillow.com/homedetails/1420-E-13200-S-Draper-UT-84020/142074022_zpid/,,
168,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$151,"$346,900","1620 N 3890 W #2113, Lehi, UT 84043","2,296", Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1620-N-3890-W-2113-Lehi-UT-84043/2077569173_zpid/, 1,
169,Multiple Occupancy,1978,"Other, Electric, Gas",Evaporative,4 spaces,,$145,"$575,000","535 E Acoma Rd, Midvale, UT 84047","3,968", No, 6, 4,,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will rise 4.8% (↑) in the next year.This home is valued 72.6% higher (↑) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/535-E-Acoma-Rd-Midvale-UT-84047/12868463_zpid/,,
170,Single Family,2004,Other,Central,2 spaces,"5,227 sqft",$150,"$410,000","6674 S Lucerne Ln, West Jordan, UT 84084","2,731", No, 4, 4, 3,"Home values in 84084 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84084 will rise 5.5% (↑) in the next year.This home is valued 19.8% higher (↑) than the median home in 84084.The median Zestimate® for this neighborhood is $342,321.",https://www.zillow.com/homedetails/6674-S-Lucerne-Ln-West-Jordan-UT-84084/83820377_zpid/, 1,
171,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$151,"$366,900","1644 N 3890 W, Lehi, UT 84043","2,424", Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 6.5% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1644-N-3890-W-Lehi-UT-84043/2077569467_zpid/, 1,
172,Single Family,1991,Other,Central,2 spaces,"8,712 sqft",$188,"$395,000","9722 S Quindaro Rd, Sandy, UT 84070","2,104", No, 5, 3, 2,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will rise 5.3% (↑) in the next year.This home is valued 11.2% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/9722-S-Quindaro-Rd-Sandy-UT-84070/12914070_zpid/, 1,
173,Single Family,1904,Forced air,None,No Data,"2,178 sqft",$296,"$360,000","668 S Park St, Salt Lake City, UT 84102","1,216", No, 2, 1, 1,"Home values in 84102 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Central City will rise 5.3% (↑) in the next year.This home is valued 15.8% lower (↓) than the median home in Central City.The median Zestimate® for this neighborhood is $427,693.",https://www.zillow.com/homedetails/668-S-Park-St-Salt-Lake-City-UT-84102/12756868_zpid/,,
174,Single Family,2013,"Other, Gas",Central,No Data,"3,484 sqft",$163,"$500,000","5167 W Bowstring Way, South Jordan, UT 84009","3,063", No, 4, 3, 3,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 16.6% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/5167-W-Bowstring-Way-South-Jordan-UT-84009/122071168_zpid/,,
175,Single Family,2003,Other,No Data,No Data,"8,712 sqft",$164,"$450,000","5157 W Canyon Rose Cir, Herriman, UT 84096","2,742", No, 5, 3, 3,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 2.8% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5157-W-Canyon-Rose-Cir-Herriman-UT-84096/61172981_zpid/,,
176,Townhouse,2014,Other,Central,2 spaces,"1,306 sqft",$127,"$345,000","5208 W Armada Way, Herriman, UT 84096","2,708", No, 4, 4, 3,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 21.2% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5208-W-Armada-Way-Herriman-UT-84096/124729801_zpid/, 1,
177,Single Family,1924,Forced air,None,No Data,"3,484 sqft",$333,"$385,000","381 E Westminster Ave, South Salt Lake, UT 84115","1,155", No, 2, 1, 1,"Home values in Liberty Wells have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Liberty Wells will increase 5.9% (↑) in the next year.This home is valued 0.7% higher (↑) than the median home in Liberty Wells.The median Zestimate® for this neighborhood is $382,242.",https://www.zillow.com/homedetails/381-E-Westminster-Ave-South-Salt-Lake-UT-84115/12773192_zpid/,,
178,Townhouse,2020,No Data,No Data,2 spaces,"1,306 sqft",$154,"$358,900","1614 N 3890 W #2112, Lehi, UT 84043","2,332", Yes, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 8.5% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1614-N-3890-W-2112-Lehi-UT-84043/2077570524_zpid/, 1,
179,Mobile / Manufactured,2006,No Data,No Data,No Data,,$65,"$84,000","7062 W Apaloosa Dr, West Valley, UT 84128","1,300", No, 3, 2, 2,"Home values in 84128 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84128 will increase 6.4% (↑) in the next year.This home is valued 74% lower (↓) than the median home in 84128.The median Zestimate® for this neighborhood is $322,819.",https://www.zillow.com/homedetails/7062-W-Apaloosa-Dr-West-Valley-UT-84128/2077571559_zpid/,,
180,Single Family,2020,No Data,No Data,2 spaces,No Data,$182,"$504,900","Buildable plan: Silverton, Primrose : Estates, Saratoga Springs, UT 84045",, Yes, 5, 3, 3,"Home values in 84045 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84045 will rise 4.9% (↑) in the next year.This home is valued 28% higher (↑) than the median home in 84045.The median Zestimate® for this neighborhood is $394,532.",https://www.zillow.com/community/primrose-estates/2078523037_zpid/,,
181,Multiple Occupancy,1989,Other,Central,4 spaces,,$220,"$575,000","9075 S Wasatch Blvd, Cottonwood Heights, UT 84093","2,618", No, 4, 4, 3,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 14% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/homedetails/9075-S-Wasatch-Blvd-Cottonwood-Heights-UT-84093/12907233_zpid/, 1,
182,Single Family,2020,No Data,No Data,2 spaces,"10,018 sqft",$155,"$579,900","6038 W 13100 S, Herriman, UT 84096","3,738", No, 4, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 32.4% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/6038-W-13100-S-Herriman-UT-84096/2077571972_zpid/, 1,
183,Multiple Occupancy,1948,"Forced air, Gas",Evaporative,2 spaces,,$140,"$650,000","3738 S 700 E #A-B, South Salt Lake, UT 84106","4,636", No, 6, 4,,"Home values in 84106 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84106 will increase 4.4% (↑) in the next year.This home is valued 55.2% higher (↑) than the median home in 84106.The median Zestimate® for this neighborhood is $418,741.",https://www.zillow.com/homedetails/3738-S-700-E-A-B-South-Salt-Lake-UT-84106/12790163_zpid/,,
184,Condo,2009,Other,Central,1 space,,$180,"$229,900","11782 S Currant Dr UNIT 108, South Jordan, UT 84009","1,277", No, 3, 2, 2,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 46.4% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/11782-S-Currant-Dr-UNIT-108-South-Jordan-UT-84009/97769232_zpid/,,$312/mo
