,Type,Year built,Heating,Cooling,Parking,Lot,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA,zip,median_nhv,location,Parking_Binned,address_clean
142,Single Family,1978.0,Other,None,,3484.0,330000.0,"787 E Village Cir, Sandy, UT 84094",1422.0, No,2.0,2.0,1.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will increase 4.4% (↑) in the next year.This home is valued 10.2% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/787-E-Village-Cir-Sandy-UT-84094/12911599_zpid/,1,Yes,84094,367478.0,Sandy,No,"787 E Village Cir, Sandy, UT 84094"
143,Single Family,1978.0,Other,None,2 spaces,5227.0,330000.0,"785 E Village Cir, Sandy, UT 84094",1422.0, No,4.0,2.0,1.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will increase 4.4% (↑) in the next year.This home is valued 10.2% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/785-E-Village-Cir-Sandy-UT-84094/12911598_zpid/,1,Yes,84094,367478.0,Sandy,Yes,"785 E Village Cir, Sandy, UT 84094"
144,Single Family,2013.0,Other,Central,,12196.8,899000.0,"8683 S Millrace Bend Rd, West Jordan, UT 84088",5471.0, No,4.0,4.0,3.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will increase 5.2% (↑) in the next year.This home is valued 137.3% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/8683-S-Millrace-Bend-Rd-West-Jordan-UT-84088/97758724_zpid/,1,Yes,84088,378893.0,West Jordan,No,"8683 S Millrace Bend Rd, West Jordan, UT 84088"
145,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"13013 S Keegan Dr #322, Herriman, UT 84096",2402.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 20.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13013-S-Keegan-Dr-322-Herriman-UT-84096/2077566576_zpid/,1,Yes,84096,437903.0,Herriman,Yes,13013 S Keegan Dr Herriman UT 84096
146,Single Family,1991.0,Other,Central,2 spaces,21780.0,525000.0,"11965 S 2800 W, Riverton, UT 84065",2943.0, No,4.0,4.0,3.0,"Home values in Riverton have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84065 will rise 4.1% (↑) in the next year.This home is valued 22% higher (↑) than the median home in 84065.The median Zestimate® for this neighborhood is $430,414.",https://www.zillow.com/homedetails/11965-S-2800-W-Riverton-UT-84065/12903582_zpid/,1,Yes,84065,430414.0,Riverton,Yes,"11965 S 2800 W, Riverton, UT 84065"
147,Townhouse,1980.0,Other,None,2 spaces,3920.0,330000.0,"747 E Village Way, Sandy, UT 84094",1400.0, No,2.0,2.0,1.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will rise 4.4% (↑) in the next year.This home is valued 10.2% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/747-E-Village-Way-Sandy-UT-84094/12911678_zpid/,1,Yes,84094,367478.0,Sandy,Yes,"747 E Village Way, Sandy, UT 84094"
148,Multiple Occupancy,1978.0,Other,None,2 spaces,,330000.0,"757 E Village Way, Sandy, UT 84094",1402.0, No,4.0,2.0,1.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will rise 4.4% (↑) in the next year.This home is valued 10.2% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/757-E-Village-Way-Sandy-UT-84094/12911680_zpid/,1,Yes,84094,367478.0,Sandy,Yes,"757 E Village Way, Sandy, UT 84094"
149,Single Family,1904.0,Other,Central,2 spaces,3484.0,640000.0,"166 S 1200 E, Salt Lake City, UT 84102",2096.0, No,4.0,2.0,2.0,"Home values in East Central have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in East Central will increase 4.1% (↑) in the next year.This home is valued 34.7% higher (↑) than the median home in East Central.The median Zestimate® for this neighborhood is $475,000.",https://www.zillow.com/homedetails/166-S-1200-E-Salt-Lake-City-UT-84102/12753961_zpid/,0,Yes,84102,475000.0,Salt Lake City,Yes,"166 S 1200 E, Salt Lake City, UT 84102"
150,Single Family,2020.0,,None,1 space,,456990.0,"Buildable plan: Zion, Spring House Village At Daybreak, South Jordan, UT 84009",, Yes,2.0,4.0,3.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 6.6% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/spring-house-village-at-daybreak/2078070159_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Zion, Spring House Village At Daybreak, South Jordan, UT 84009"
151,Single Family,2020.0,,None,2 spaces,,462950.0,"Buildable plan: Hemingway, Jackson, Herriman, UT 84096",, Yes,4.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 5.7% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/jackson/2078676965_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"Buildable plan: Hemingway, Jackson, Herriman, UT 84096"
152,,2020.0,,None,,,544995.0,"Lot #0115, Canyon Point at Traverse Mountain - The Cascade Collection, Lehi, UT 84043",, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 38.9% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-cascade-collection/2077786099_zpid/,1,Yes,84043,392315.0,Lehi,No,Lot Canyon Point at Traverse Mountain - The Cascade Collection Lehi UT 84043
153,Single Family,2005.0,"Other, Gas",Central,2 spaces,3049.0,380000.0,"11622 S Oakmond Rd, South Jordan, UT 84009",2566.0, No,5.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 11.4% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/11622-S-Oakmond-Rd-South-Jordan-UT-84009/69717628_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"11622 S Oakmond Rd, South Jordan, UT 84009"
154,Single Family,1956.0,Other,None,1 space,10018.0,325000.0,"8781 S 1240 E, Sandy, UT 84094",2126.0, No,2.0,2.0,1.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will rise 4.4% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/8781-S-1240-E-Sandy-UT-84094/12912026_zpid/,1,Yes,84094,367478.0,Sandy,Yes,"8781 S 1240 E, Sandy, UT 84094"
155,Townhouse,2020.0,,None,2 spaces,1306.0,351900.0,"13011 S Keegan Dr #323, Herriman, UT 84096",2402.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 19.6% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13011-S-Keegan-Dr-323-Herriman-UT-84096/2077567829_zpid/,1,Yes,84096,437903.0,Herriman,Yes,13011 S Keegan Dr Herriman UT 84096
156,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"5291 W Van Dyne Ln #218, Herriman, UT 84096",2332.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 20.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5291-W-Van-Dyne-Ln-218-Herriman-UT-84096/2077567849_zpid/,1,Yes,84096,437903.0,Herriman,Yes,5291 W Van Dyne Ln Herriman UT 84096
157,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"1638 N 3890 W #2116, Lehi, UT 84043",2296.0, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1638-N-3890-W-2116-Lehi-UT-84043/2077568015_zpid/,1,Yes,84043,392315.0,Lehi,Yes,1638 N 3890 W Lehi UT 84043
158,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"1632 N 3890 W #2115, Lehi, UT 84043",2296.0, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1632-N-3890-W-2115-Lehi-UT-84043/2077568011_zpid/,1,Yes,84043,392315.0,Lehi,Yes,1632 N 3890 W Lehi UT 84043
159,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"5289 W Van Dyne Ln #217, Herriman, UT 84096",2332.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 20.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5289-W-Van-Dyne-Ln-217-Herriman-UT-84096/2077568013_zpid/,1,Yes,84096,437903.0,Herriman,Yes,5289 W Van Dyne Ln Herriman UT 84096
160,Townhouse,2020.0,,None,2 spaces,1306.0,358900.0,"5293 W Van Dyne Ln #219, Herriman, UT 84096",2332.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 18% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5293-W-Van-Dyne-Ln-219-Herriman-UT-84096/2077568019_zpid/,1,Yes,84096,437903.0,Herriman,Yes,5293 W Van Dyne Ln Herriman UT 84096
161,Townhouse,2020.0,,None,2 spaces,1306.0,359900.0,"13007 S Keegan Dr #324, Herriman, UT 84096",2310.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 17.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13007-S-Keegan-Dr-324-Herriman-UT-84096/2077568018_zpid/,1,Yes,84096,437903.0,Herriman,Yes,13007 S Keegan Dr Herriman UT 84096
162,Single Family,2002.0,"Forced air, Gas","Central, Solar",3 spaces,10018.0,514900.0,"2423 W Silver Meadow Way, West Jordan, UT 84088",3416.0, No,4.0,4.0,3.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will increase 5.2% (↑) in the next year.This home is valued 35.9% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/2423-W-Silver-Meadow-Way-West-Jordan-UT-84088/60184411_zpid/,1,Yes,84088,378893.0,West Jordan,Yes,"2423 W Silver Meadow Way, West Jordan, UT 84088"
163,Townhouse,2020.0,,None,2 spaces,1306.0,366900.0,"5287 W Van Dyne Ln #216, Herriman, UT 84096",2424.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 16.2% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5287-W-Van-Dyne-Ln-216-Herriman-UT-84096/2077568001_zpid/,1,Yes,84096,437903.0,Herriman,Yes,5287 W Van Dyne Ln Herriman UT 84096
164,Townhouse,2020.0,,None,2 spaces,1306.0,362900.0,"13019 S Keegan Dr #321, Herriman, UT 84096",2310.0, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 17.1% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13019-S-Keegan-Dr-321-Herriman-UT-84096/2077568005_zpid/,1,Yes,84096,437903.0,Herriman,Yes,13019 S Keegan Dr Herriman UT 84096
165,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"1626 N 3890 W #2114, Lehi, UT 84043",2296.0, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1626-N-3890-W-2114-Lehi-UT-84043/2077568029_zpid/,1,Yes,84043,392315.0,Lehi,Yes,1626 N 3890 W Lehi UT 84043
166,Single Family,1962.0,,None,1 space,7405.0,289000.0,"4960 W Coquille Ave S, West Valley City, UT 84120",1944.0, No,4.0,1.0,1.0,"Home values in 84120 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84120 will rise 5.7% (↑) in the next year.This home is valued 5.6% lower (↓) than the median home in 84120.The median Zestimate® for this neighborhood is $306,114.",https://www.zillow.com/homedetails/4960-W-Coquille-Ave-S-West-Valley-City-UT-84120/2077568039_zpid/,0,Yes,84120,306114.0,West Valley City,Yes,"4960 W Coquille Ave S, West Valley City, UT 84120"
167,Multiple Occupancy,1979.0,"Baseboard, Electric",None,8 spaces,,799900.0,"1420 E 13200 S, Draper, UT 84020",3978.0, No,8.0,4.0,4.0,,https://www.zillow.com/homedetails/1420-E-13200-S-Draper-UT-84020/142074022_zpid/,0,Yes,84020,,Draper,Yes,"1420 E 13200 S, Draper, UT 84020"
168,Townhouse,2020.0,,None,2 spaces,1306.0,346900.0,"1620 N 3890 W #2113, Lehi, UT 84043",2296.0, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 11.6% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1620-N-3890-W-2113-Lehi-UT-84043/2077569173_zpid/,1,Yes,84043,392315.0,Lehi,Yes,1620 N 3890 W Lehi UT 84043
169,Multiple Occupancy,1978.0,"Other, Electric, Gas",Evaporative,4 spaces,,575000.0,"535 E Acoma Rd, Midvale, UT 84047",3968.0, No,6.0,4.0,0.0,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will rise 4.8% (↑) in the next year.This home is valued 72.6% higher (↑) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/535-E-Acoma-Rd-Midvale-UT-84047/12868463_zpid/,0,Yes,84047,333183.0,Midvale,Yes,"535 E Acoma Rd, Midvale, UT 84047"
170,Single Family,2004.0,Other,Central,2 spaces,5227.0,410000.0,"6674 S Lucerne Ln, West Jordan, UT 84084",2731.0, No,4.0,4.0,3.0,"Home values in 84084 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84084 will rise 5.5% (↑) in the next year.This home is valued 19.8% higher (↑) than the median home in 84084.The median Zestimate® for this neighborhood is $342,321.",https://www.zillow.com/homedetails/6674-S-Lucerne-Ln-West-Jordan-UT-84084/83820377_zpid/,1,Yes,84084,342321.0,West Jordan,Yes,"6674 S Lucerne Ln, West Jordan, UT 84084"
171,Townhouse,2020.0,,None,2 spaces,1306.0,366900.0,"1644 N 3890 W, Lehi, UT 84043",2424.0, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 6.5% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1644-N-3890-W-Lehi-UT-84043/2077569467_zpid/,1,Yes,84043,392315.0,Lehi,Yes,"1644 N 3890 W, Lehi, UT 84043"
172,Single Family,1991.0,Other,Central,2 spaces,8712.0,395000.0,"9722 S Quindaro Rd, Sandy, UT 84070",2104.0, No,5.0,3.0,2.0,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will rise 5.3% (↑) in the next year.This home is valued 11.2% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/9722-S-Quindaro-Rd-Sandy-UT-84070/12914070_zpid/,1,Yes,84070,355188.0,Sandy,Yes,"9722 S Quindaro Rd, Sandy, UT 84070"
