,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv2,Parking_Binned,Bathrooms_adj,address_clean,lat-lng
596,Condo,1925.5,Forced air,Central,,No,167900.0,"3849 W Ainslie St #2, Chicago, IL 60625",1000.0, No,2.0,2.0,2.0,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 46.6% lower (↓) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/3849-W-Ainslie-St-2-Chicago-IL-60625/2078631264_zpid/,0,60625,314708,No,0.0,3849 W Ainslie St Chicago IL 60625,"[41.970015, -87.725208]"
597,Condo,1968.0,Other,Central,1 space,No,299000.0,"1700 E 56th St APT 1608, Chicago, IL 60637",1250.0, No,2.0,2.0,2.0,"Home values in East Hyde Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Hyde Park will fall 2.1% (↓) in the next year.This home is valued 25.8% higher (↑) than the median home in East Hyde Park.The median Zestimate® for this neighborhood is $237,756.",https://www.zillow.com/homedetails/1700-E-56th-St-APT-1608-Chicago-IL-60637/3988940_zpid/,0,60637,237756,Yes,0.0,1700 E 56th St Chicago IL 60637,"[41.7936524, -87.58321198320954]"
598,Single Family,1951.0,Forced air,Central,2 spaces,Yes,350000.0,"3819 N Neva Ave, Chicago, IL 60634",1516.0, No,5.0,2.0,2.0,"Home values in Dunning have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Dunning will decrease 0.3% (↓) in the next year.This home is valued 32.2% higher (↑) than the median home in Dunning.The median Zestimate® for this neighborhood is $264,849.",https://www.zillow.com/homedetails/3819-N-Neva-Ave-Chicago-IL-60634/3655584_zpid/,0,60634,264849,Yes,0.0,"3819 N Neva Ave, Chicago, IL 60634","[41.94953405, -87.80566815273279]"
599,Multiple Occupancy,1905.0,Gas,None,2 spaces,Yes,430000.0,"3043 W 38th Pl, Chicago, IL 60632",, No,9.0,5.0,5.0,"Home values in Brighton Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Brighton Park will increase 5.7% (↑) in the next year.This home is valued 122.7% higher (↑) than the median home in Brighton Park.The median Zestimate® for this neighborhood is $193,113.",https://www.zillow.com/homedetails/3043-W-38th-Pl-Chicago-IL-60632/2077655422_zpid/,0,60632,193113,Yes,0.0,"3043 W 38th Pl, Chicago, IL 60632","[41.823341549999995, -87.70119657406929]"
600,Multiple Occupancy,1941.0,"Forced air, Gas",None,2 spaces,Yes,196900.0,"9514 S La Salle St, Chicago, IL 60628",, No,6.0,2.0,2.0,"Home values in Longwood Manor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Longwood Manor will decrease 4.4% (↓) in the next year.This home is valued 44.1% higher (↑) than the median home in Longwood Manor.The median Zestimate® for this neighborhood is $136,662.",https://www.zillow.com/homedetails/9514-S-La-Salle-St-Chicago-IL-60628/2136998751_zpid/,0,60628,136662,Yes,0.0,"9514 S La Salle St, Chicago, IL 60628","[41.6993704, -87.6268683]"
601,Condo,1900.0,Forced air,Central,,No,169900.0,"827 W Lawrence Ave APT 2S, Chicago, IL 60640",750.0, No,1.0,1.0,1.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 44% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/827-W-Lawrence-Ave-APT-2S-Chicago-IL-60640/62002698_zpid/,0,60640,303469,No,0.0,827 W Lawrence Ave Chicago IL 60640,"[41.96889725, -87.65142958673638]"
602,Single Family,1966.0,Gas,Central,2 spaces,Yes,199000.0,"8919 S Halsted St, Chicago, IL 60620",9999.0, No,4.0,2.0,2.0,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will decrease 3.6% (↓) in the next year.This home is valued 57.8% higher (↑) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/8919-S-Halsted-St-Chicago-IL-60620/4118449_zpid/,0,60620,126118,Yes,0.0,"8919 S Halsted St, Chicago, IL 60620",
603,Single Family,1961.0,Forced air,Central,,Yes,235000.0,"5129 S Homan Ave, Chicago, IL 60632",1020.0, No,5.0,2.0,2.0,"Home values in Gage Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gage Park will rise 4.9% (↑) in the next year.This home is valued 44.2% higher (↑) than the median home in Gage Park.The median Zestimate® for this neighborhood is $163,019.",https://www.zillow.com/homedetails/5129-S-Homan-Ave-Chicago-IL-60632/3928656_zpid/,0,60632,163019,No,0.0,"5129 S Homan Ave, Chicago, IL 60632","[41.8107231, -87.708741]"
604,Condo,2008.0,Gas,Central,1 space,No,275000.0,"1400 S Michigan Ave APT 1607, Chicago, IL 60605",751.0, No,1.0,1.0,1.0,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 27% lower (↓) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1400-S-Michigan-Ave-APT-1607-Chicago-IL-60605/2090431189_zpid/,0,60605,376901,Yes,0.0,1400 S Michigan Ave Chicago IL 60605,"[41.86377655, -87.62454866743403]"
605,Single Family,1920.0,Forced air,Central,2 spaces,Yes,209900.0,"738 E 88th Pl, Chicago, IL 60619",1176.0, No,4.0,3.0,3.0,"Home values in Burnside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Burnside will rise 2.4% (↑) in the next year.This home is valued 69.5% higher (↑) than the median home in Burnside.The median Zestimate® for this neighborhood is $123,820.",https://www.zillow.com/homedetails/738-E-88th-Pl-Chicago-IL-60619/4116097_zpid/,0,60619,123820,Yes,0.0,"738 E 88th Pl, Chicago, IL 60619","[41.7340928, -87.60563314898033]"
606,Single Family,1879.0,Forced air,None,1 space,Yes,170000.0,"7118 S Sangamon St, Chicago, IL 60621",1300.0, No,5.0,2.0,2.0,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will rise 9% (↑) in the next year.This home is valued 248.8% higher (↑) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/7118-S-Sangamon-St-Chicago-IL-60621/4008259_zpid/,0,60621,48744,Yes,0.0,"7118 S Sangamon St, Chicago, IL 60621","[41.76449725, -87.64830325111252]"
607,Single Family,1922.0,"Forced air, Gas",Central,2 spaces,Yes,599000.0,"5123 N Kostner Ave, Chicago, IL 60630",3163.0, No,6.0,3.0,3.0,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 90.3% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/5123-N-Kostner-Ave-Chicago-IL-60630/3639146_zpid/,0,60630,314708,Yes,0.0,"5123 N Kostner Ave, Chicago, IL 60630","[41.97432415, -87.73778005222673]"
608,Condo,1963.0,Forced air,Central,1 space,No,339900.0,"3150 N Lake Shore Dr APT 17D, Chicago, IL 60657",1650.0, No,2.0,2.0,2.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% (↓) in the next year.This home is valued 7.7% higher (↑) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/3150-N-Lake-Shore-Dr-APT-17D-Chicago-IL-60657/3721819_zpid/,0,60657,315541,Yes,0.0,3150 N Lake Shore Dr Chicago IL 60657,"[41.93936385, -87.63913605392946]"
609,Condo,1919.0,"Forced air, Gas",Central,1 space,No,424900.0,"360 W Illinois St APT 107, Chicago, IL 60654",1334.0, No,2.0,2.0,2.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 0% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/360-W-Illinois-St-APT-107-Chicago-IL-60654/60268358_zpid/,0,60654,425048,Yes,0.0,360 W Illinois St Chicago IL 60654,"[41.89081724676514, -87.63791667784251]"
610,Single Family,1944.0,Forced air,Central,2 spaces,Yes,249900.0,"7932 S Perry Ave, Chicago, IL 60620",1700.0, No,4.0,2.0,2.0,"Home values in 60620 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Chatham will fall 1.9% (↓) in the next year.This home is valued 92.1% higher (↑) than the median home in West Chatham.The median Zestimate® for this neighborhood is $130,070.",https://www.zillow.com/homedetails/7932-S-Perry-Ave-Chicago-IL-60620/4016949_zpid/,0,60620,130070,Yes,0.0,"7932 S Perry Ave, Chicago, IL 60620","[41.749886000000004, -87.62724485]"
611,Multiple Occupancy,1880.0,"Forced air, Gas",None,2 spaces,Yes,775000.0,"2453 W Diversey Ave, Chicago, IL 60647",, No,7.0,3.0,3.0,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will rise 0% (↑) in the next year.This home is valued 96.2% higher (↑) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/2453-W-Diversey-Ave-Chicago-IL-60647/2090380911_zpid/,0,60647,394918,Yes,0.0,"2453 W Diversey Ave, Chicago, IL 60647","[41.932176, -87.6880022]"
612,Multiple Occupancy,1898.0,Gas,None,2 spaces,Yes,54900.0,"8316 S Muskegon Ave, Chicago, IL 60617",, No,6.0,2.0,2.0,"Home values in South Chicago have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Chicago will decrease 5.1% (↓) in the next year.This home is valued 43.3% lower (↓) than the median home in South Chicago.The median Zestimate® for this neighborhood is $96,782.",https://www.zillow.com/homedetails/8316-S-Muskegon-Ave-Chicago-IL-60617/2077657443_zpid/,0,60617,96782,Yes,0.0,"8316 S Muskegon Ave, Chicago, IL 60617","[41.74405915, -87.55542456612403]"
613,Condo,2005.0,"Forced air, Gas",Central,42 spaces,No,1085000.0,"1400 W Monroe St #5F, Chicago, IL 60607",1669.0, Yes,3.0,3.0,2.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 157.9% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-5F-Chicago-IL-60607/2077657530_zpid/,1,60607,420759,Yes,1.0,1400 W Monroe St Chicago IL 60607,"[41.88052305, -87.66221953765285]"
614,Condo,1911.0,Forced air,Central,4 spaces,No,4300000.0,"14 N Peoria St #6H-7H, Chicago, IL 60607",5100.0, No,4.0,4.0,4.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 922% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/14-N-Peoria-St-6H-7H-Chicago-IL-60607/2077657719_zpid/,0,60607,420759,Yes,0.0,14 N Peoria St Chicago IL 60607,"[41.8823941, -87.65005375758876]"
615,Multiple Occupancy,1910.0,Gas,None,2 spaces,Yes,279000.0,"5731 S Sangamon St, Chicago, IL 60621",, No,6.0,2.0,2.0,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will rise 9% (↑) in the next year.This home is valued 472.4% higher (↑) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/5731-S-Sangamon-St-Chicago-IL-60621/2077657773_zpid/,0,60621,48744,Yes,0.0,"5731 S Sangamon St, Chicago, IL 60621","[41.789711749999995, -87.64840318894612]"
616,Condo,1922.0,Gas,Central,1 space,No,155000.0,"4950 N Kimball Ave APT 2W, Chicago, IL 60625",, No,1.0,1.0,1.0,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 50.7% lower (↓) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4950-N-Kimball-Ave-APT-2W-Chicago-IL-60625/80855160_zpid/,0,60625,314708,Yes,0.0,4950 N Kimball Ave Chicago IL 60625,"[41.97106645640491, -87.71354795003589]"
617,Condo,2002.0,Forced air,Central,1 space,No,435000.0,"2031 W Crystal St #2, Chicago, IL 60622",1115.0, No,2.0,2.0,2.0,"Home values in Wicker Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wicker Park will increase 1.1% (↑) in the next year.This home is valued 25.7% lower (↓) than the median home in Wicker Park.The median Zestimate® for this neighborhood is $585,609.",https://www.zillow.com/homedetails/2031-W-Crystal-St-2-Chicago-IL-60622/65548325_zpid/,0,60622,585609,Yes,0.0,2031 W Crystal St Chicago IL 60622,"[41.90389395, -87.67852752076938]"
618,Condo,2020.0,Forced air,Central,1 space,No,819900.0,"1157 W Erie St #3W, Chicago, IL 60642",2300.0, Yes,4.0,3.0,2.0,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 61.6% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1157-W-Erie-St-3W-Chicago-IL-60642/2080137981_zpid/,1,60642,507475,Yes,1.0,1157 W Erie St Chicago IL 60642,"[41.893200688549086, -87.65675842446569]"
619,Condo,1926.0,Gas,Central,1 space,No,270000.0,"3963 W Belmont Ave UNIT 422, Chicago, IL 60618",961.0, No,2.0,1.0,1.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 33.1% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3963-W-Belmont-Ave-UNIT-422-Chicago-IL-60618/113959414_zpid/,0,60618,403670,Yes,0.0,3963 W Belmont Ave Chicago IL 60618,"[41.939391, -87.7002825]"
620,Condo,2013.0,"Forced air, Electric, Gas",Central,1 space,No,799900.0,"2751 N Kenmore Ave #1, Chicago, IL 60614",3000.0, No,4.0,3.0,3.0,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will decrease 0.5% (↓) in the next year.This home is valued 18.1% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/2751-N-Kenmore-Ave-1-Chicago-IL-60614/2105595198_zpid/,0,60614,677229,Yes,0.0,2751 N Kenmore Ave Chicago IL 60614,"[41.93179271428571, -87.65504514285715]"
621,Condo,2012.0,Gas,Central,2 spaces,No,745000.0,"2103 N Campbell Ave APT 1S, Chicago, IL 60647",2900.0, No,4.0,3.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 84.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2103-N-Campbell-Ave-APT-1S-Chicago-IL-60647/123561167_zpid/,0,60647,403670,Yes,0.0,2103 N Campbell Ave Chicago IL 60647,"[41.9201458567103, -87.68913509751822]"
622,Condo,1975.0,Electric,Central,3 spaces,No,3485000.0,"180 E Pearson St #5801-06, Chicago, IL 60611",5675.0, No,3.0,3.0,2.0,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% (↓) in the next year.This home is valued 651.2% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/180-E-Pearson-St-5801-06-Chicago-IL-60611/2077658426_zpid/,1,60611,463930,Yes,1.0,180 E Pearson St Chicago IL 60611,"[41.897688533030994, -87.62241723770154]"
623,Condo,2001.0,"Forced air, Gas",Central,1 space,No,255000.0,"345 N La Salle Dr APT 510, Chicago, IL 60654",800.0, No,1.0,1.0,1.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 40% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/345-N-La-Salle-Dr-APT-510-Chicago-IL-60654/63701183_zpid/,0,60654,425048,Yes,0.0,345 N La Salle Dr Chicago IL 60654,
