,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv,Parking_Binned,cool_temp,Bathrooms_adj
559,Condo,1921.0,Gas,None,1 space,No,275000.0,"1444 W Fargo Ave APT 3W, Chicago, IL 60626",1883.0, No,3.0,2.0,2.0,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 21.6% higher (↑) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1444-W-Fargo-Ave-APT-3W-Chicago-IL-60626/3568490_zpid/,0,60626,194900.0,Yes,None,0.0
560,Condo,1951.0,"Forced air, Gas",Central,,No,209900.0,"4755 N Malden St APT GS, Chicago, IL 60640",, No,2.0,1.0,1.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 30.8% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4755-N-Malden-St-APT-GS-Chicago-IL-60640/2077650013_zpid/,0,60640,220000.0,No,Central,0.0
561,Condo,2006.0,"Forced air, Gas",Central,1 space,No,250000.0,"1935 S Archer Ave APT 623, Chicago, IL 60616",800.0, No,1.0,1.0,1.0,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% (↑) in the next year.This home is valued 33.7% lower (↓) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1935-S-Archer-Ave-APT-623-Chicago-IL-60616/87699551_zpid/,0,60616,320000.0,Yes,Central,0.0
562,Single Family,1910.0,Other,None,2 spaces,Yes,59900.0,"44 E 104th St, Chicago, IL 60628",1200.0, No,5.0,2.0,2.0,"Home values in Roseland have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Roseland will increase 3.9% (↑) in the next year.This home is valued 28.7% lower (↓) than the median home in Roseland.The median Zestimate® for this neighborhood is $83,973.",https://www.zillow.com/homedetails/44-E-104th-St-Chicago-IL-60628/4138426_zpid/,0,60628,124450.0,Yes,None,0.0
563,Single Family,1916.0,Gas,None,,Yes,140000.0,"7032 S Rockwell St, Chicago, IL 60629",830.0, No,5.0,2.0,2.0,"Home values in Marquette Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Marquette Park will rise 0.3% (↑) in the next year.This home is valued 13.5% lower (↓) than the median home in Marquette Park.The median Zestimate® for this neighborhood is $161,845.",https://www.zillow.com/homedetails/7032-S-Rockwell-St-Chicago-IL-60629/3956543_zpid/,0,60629,182500.0,No,None,0.0
564,Single Family,1906.0,"Forced air, Gas",None,2 spaces,Yes,119000.0,"251 W 106th Pl, Chicago, IL 60628",1650.0, No,5.0,2.0,2.0,"Home values in Fernwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Fernwood will increase 0.8% (↑) in the next year.This home is valued 29.4% higher (↑) than the median home in Fernwood.The median Zestimate® for this neighborhood is $91,990.",https://www.zillow.com/homedetails/251-W-106th-Pl-Chicago-IL-60628/4142042_zpid/,0,60628,124450.0,Yes,None,0.0
565,Condo,1991.0,"Forced air, Gas",Central,1 space,No,530000.0,"474 N Lake Shore Dr APT 1911, Chicago, IL 60611",1260.0, No,2.0,2.0,2.0,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% (↓) in the next year.This home is valued 14.2% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-1911-Chicago-IL-60611/80855094_zpid/,0,60611,530000.0,Yes,Central,0.0
566,Single Family,1965.0,"Forced air, Gas",None,2 spaces,Yes,79900.0,"500 E 92nd St, Chicago, IL 60619",1200.0, No,4.0,2.0,2.0,"Home values in Burnside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Burnside will rise 2.4% (↑) in the next year.This home is valued 35.5% lower (↓) than the median home in Burnside.The median Zestimate® for this neighborhood is $123,820.",https://www.zillow.com/homedetails/500-E-92nd-St-Chicago-IL-60619/4117577_zpid/,0,60619,208500.0,Yes,None,0.0
567,Single Family,1912.0,"Other, Gas",None,1 space,Yes,97000.0,"311 W 107th St, Chicago, IL 60628",964.0, No,5.0,2.0,2.0,"Home values in Roseland have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Roseland will increase 3.9% (↑) in the next year.This home is valued 15.5% higher (↑) than the median home in Roseland.The median Zestimate® for this neighborhood is $83,973.",https://www.zillow.com/homedetails/311-W-107th-St-Chicago-IL-60628/4142885_zpid/,0,60628,124450.0,Yes,None,0.0
568,Single Family,1910.0,"Electric, Gas",Central,,Yes,900000.0,"2414 N Kedzie Blvd, Chicago, IL 60647",10000.0, No,6.0,6.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 123% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2414-N-Kedzie-Blvd-Chicago-IL-60647/2083122998_zpid/,3,60647,839900.0,No,Central,3.0
569,Condo,2005.0,Forced air,Central,1 space,No,324900.0,"210 S Desplaines St APT 210, Chicago, IL 60661",800.0, No,1.0,1.0,1.0,"Home values in West Loop Gate have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Loop Gate will decrease 0.5% (↓) in the next year.This home is valued 4.1% lower (↓) than the median home in West Loop Gate.The median Zestimate® for this neighborhood is $338,772.",https://www.zillow.com/homedetails/210-S-Desplaines-St-APT-210-Chicago-IL-60661/70472436_zpid/,0,60661,357449.5,Yes,Central,0.0
570,Single Family,1908.0,Forced air,Central,8 spaces,Yes,645000.0,"4539 N Knox Ave, Chicago, IL 60630",2463.0, No,4.0,3.0,2.0,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 60.7% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4539-N-Knox-Ave-Chicago-IL-60630/158458788_zpid/,1,60630,450000.0,Yes,Central,1.0
571,Condo,2002.0,"Forced air, Gas",Central,1 space,No,400000.0,"2554 W Logan Blvd APT 101, Chicago, IL 60647",1600.0, No,3.0,2.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 0.9% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2554-W-Logan-Blvd-APT-101-Chicago-IL-60647/63693351_zpid/,0,60647,425000.0,Yes,Central,0.0
572,Single Family,1924.0,Forced air,Central,7 spaces,Yes,924500.0,"6449 N Nordica Ave, Chicago, IL 60631",4454.0, No,5.0,5.0,4.0,"Home values in Norwood Park East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Norwood Park East will fall 1.2% (↓) in the next year.This home is valued 176.2% higher (↑) than the median home in Norwood Park East.The median Zestimate® for this neighborhood is $334,700.",https://www.zillow.com/homedetails/6449-N-Nordica-Ave-Chicago-IL-60631/3551829_zpid/,1,60631,515000.0,Yes,Central,1.0
573,Condo,2005.0,"Forced air, Gas",Central,1 space,No,599000.0,"330 W Grand Ave APT 2002, Chicago, IL 60654",1777.0, No,2.0,3.0,2.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 40.9% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/330-W-Grand-Ave-APT-2002-Chicago-IL-60654/80849900_zpid/,1,60654,365000.0,Yes,Central,1.0
574,Condo,2011.0,Forced air,Central,1 space,No,549000.0,"2852 N Racine Ave #2, Chicago, IL 60657",, No,2.0,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 1.6% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/2852-N-Racine-Ave-2-Chicago-IL-60657/121067313_zpid/,0,60657,348750.0,Yes,Central,0.0
575,Townhouse,1983.0,Gas,Central,1 space,No,95000.0,"7356 S Coles Ave #F, Chicago, IL 60649",1100.0, No,2.0,2.0,1.0,"Home values in South Shore have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Shore will increase 4.3% (↑) in the next year.This home is valued 12.5% lower (↓) than the median home in South Shore.The median Zestimate® for this neighborhood is $108,577.",https://www.zillow.com/homedetails/7356-S-Coles-Ave-F-Chicago-IL-60649/4025177_zpid/,1,60649,95000.0,Yes,Central,1.0
576,Condo,1910.0,Forced air,Central,1 space,No,979900.0,"550 N Kingsbury St APT 606, Chicago, IL 60654",1700.0, No,2.0,2.0,2.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 130.5% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/550-N-Kingsbury-St-APT-606-Chicago-IL-60654/3861957_zpid/,0,60654,365000.0,Yes,Central,0.0
577,Multi Family,1895.0,Forced air,Central,2 spaces,Yes,1150000.0,"1951 N Dayton St, Chicago, IL 60614",, No,6.0,5.0,5.0,"Home values in Ranch Triangle have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ranch Triangle will decrease 3% (↓) in the next year.This home is valued 61.8% higher (↑) than the median home in Ranch Triangle.The median Zestimate® for this neighborhood is $710,767.",https://www.zillow.com/homedetails/1951-N-Dayton-St-Chicago-IL-60614/2077652629_zpid/,0,60614,1575000.0,Yes,Central,0.0
578,Multiple Occupancy,2020.0,"Forced air, Gas",Central,3 spaces,Yes,899000.0,"556 E 46th Pl, Chicago, IL 60653",, Yes,6.0,6.0,6.0,"Home values in Bronzeville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bronzeville will rise 2.7% (↑) in the next year.This home is valued 239.2% higher (↑) than the median home in Bronzeville.The median Zestimate® for this neighborhood is $265,069.",https://www.zillow.com/homedetails/556-E-46th-Pl-Chicago-IL-60653/2077652872_zpid/,0,60653,899000.0,Yes,Central,0.0
579,Condo,2006.0,Forced air,Central,1 space,No,475000.0,"100 E 14th St APT 2509, Chicago, IL 60605",1358.0, No,2.0,2.0,2.0,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% (↑) in the next year.This home is valued 26% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-2509-Chicago-IL-60605/101211757_zpid/,0,60605,465000.0,Yes,Central,0.0
580,Single Family,1926.0,Gas,Central,2 spaces,Yes,275000.0,"4918 W Drummond Pl, Chicago, IL 60639",1173.0, No,4.0,2.0,2.0,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% (↓) in the next year.This home is valued 5.4% higher (↑) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/4918-W-Drummond-Pl-Chicago-IL-60639/3674268_zpid/,0,60639,277000.0,Yes,Central,0.0
581,Multi Family,2020.0,Forced air,None,2 spaces,Yes,799999.0,"1336 N Hamlin Ave, Chicago, IL 60651",, Yes,9.0,5.0,5.0,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will increase 4.2% (↑) in the next year.This home is valued 166.6% higher (↑) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1336-N-Hamlin-Ave-Chicago-IL-60651/158675574_zpid/,0,60651,549949.5,Yes,None,0.0
582,Condo,2020.0,,None,1 space,Yes,480000.0,"Floor plan: One Bedroom, Cirrus Condominiums, Chicago, IL 60601",, Yes,1.0,1.0,1.0,"Home values in New Eastside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in New Eastside will fall 1.7% (↓) in the next year.This home is valued 2.1% lower (↓) than the median home in New Eastside.The median Zestimate® for this neighborhood is $490,075.",https://www.zillow.com/community/cirrus-condominiums/2083885997_zpid/,0,60601,507500.0,Yes,None,0.0
583,Single Family,1890.0,Other,None,4 spaces,Yes,85000.0,"638 E 65th St, Chicago, IL 60637",1200.0, No,4.0,2.0,2.0,"Home values in West Woodlawn have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Woodlawn will fall 6.6% (↓) in the next year.This home is valued 21.6% lower (↓) than the median home in West Woodlawn.The median Zestimate® for this neighborhood is $108,444.",https://www.zillow.com/homedetails/638-E-65th-St-Chicago-IL-60637/3999272_zpid/,0,60637,79000.0,Yes,None,0.0
585,Single Family,1945.0,Gas,Central,1 space,Yes,139000.0,"7617 S Euclid Ave, Chicago, IL 60649",900.0, No,2.0,1.0,1.0,"Home values in South Shore have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Shore will rise 4.3% (↑) in the next year.This home is valued 28% higher (↑) than the median home in South Shore.The median Zestimate® for this neighborhood is $108,577.",https://www.zillow.com/homedetails/7617-S-Euclid-Ave-Chicago-IL-60649/4002608_zpid/,0,60649,329900.0,Yes,Central,0.0
586,Single Family,1880.0,Gas,Central,2 spaces,Yes,645000.0,"223 S Hamilton Ave, Chicago, IL 60612",2850.0, No,4.0,4.0,3.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 53.3% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/223-S-Hamilton-Ave-Chicago-IL-60612/3874626_zpid/,1,60612,472450.0,Yes,Central,1.0
587,Condo,2001.0,"Forced air, Gas",Central,2 spaces,No,574900.0,"1140 N Milwaukee Ave APT 4, Chicago, IL 60642",1600.0, No,2.0,2.0,2.0,"Home values in Noble Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Noble Square will fall 0.4% (↓) in the next year.This home is valued 18.1% higher (↑) than the median home in Noble Square.The median Zestimate® for this neighborhood is $486,715.",https://www.zillow.com/homedetails/1140-N-Milwaukee-Ave-APT-4-Chicago-IL-60642/60266478_zpid/,0,60642,424900.0,Yes,Central,0.0
588,Single Family,1985.0,"Forced air, Gas",Central,2 spaces,Yes,349900.0,"3214 N Osage Ave, Chicago, IL 60634",1200.0, No,3.0,2.0,2.0,"Home values in Belmont Heights have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Heights will fall 3.5% (↓) in the next year.This home is valued 32.4% higher (↑) than the median home in Belmont Heights.The median Zestimate® for this neighborhood is $264,290.",https://www.zillow.com/homedetails/3214-N-Osage-Ave-Chicago-IL-60634/3599153_zpid/,0,60634,339950.0,Yes,Central,0.0
589,Single Family,1925.0,Forced air,Central,2 spaces,Yes,285000.0,"7625 S Indiana Ave, Chicago, IL 60619",2500.0, No,4.0,3.0,3.0,"Home values in Chatham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Chatham will fall 5.4% (↓) in the next year.This home is valued 115.1% higher (↑) than the median home in Chatham.The median Zestimate® for this neighborhood is $132,482.",https://www.zillow.com/homedetails/7625-S-Indiana-Ave-Chicago-IL-60619/4005579_zpid/,0,60619,208500.0,Yes,Central,0.0
590,Condo,1920.0,"Forced air, Gas",Central,,No,265000.0,"3301 N Ridgeway Ave #2S, Chicago, IL 60618",950.0, No,2.0,2.0,2.0,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will rise 0% (↑) in the next year.This home is valued 32.9% lower (↓) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/3301-N-Ridgeway-Ave-2S-Chicago-IL-60618/70458670_zpid/,0,60618,295000.0,No,Central,0.0
