,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
242,Condo,1952,Baseboard,Other,1 space,"$136,000","4980 N Marine Dr APT 1231, Chicago, IL 60640", No,1,1.0,1.0,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will rise 2% () in the next year.This home is valued 55.2% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4980-N-Marine-Dr-APT-1231-Chicago-IL-60640/62008932_zpid/,,600,$486/month,,For Sale
243,Single Family,1993,Forced air,Central,2 spaces,"$349,900","2110 N Moody Ave, Chicago, IL 60639", No,5,2.0,2.0,"Home values in Galewood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Galewood will rise 0.7% () in the next year.This home is valued 29.5% higher () than the median home in Galewood.The median Zestimate for this neighborhood is $270,111.",https://www.zillow.com/homedetails/2110-N-Moody-Ave-Chicago-IL-60639/3683250_zpid/,"3,746 sqft","1,190",,,For Sale
244,Condo,2008,Forced air,Central,1 space,"$639,900","955 W Monroe St UNIT 2D, Chicago, IL 60607", No,2,2.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 52.1% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/955-W-Monroe-St-UNIT-2D-Chicago-IL-60607/89952012_zpid/,,"1,500",$358/month,,For Sale
245,Condo,2020,"Forced air, Gas",Central,1 space,"$825,000","2939 N Clark St #3S, Chicago, IL 60657", Yes,3,3.0,2.0,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% () in the next year.This home is valued 161.5% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2939-N-Clark-St-3S-Chicago-IL-60657/2077641572_zpid/,,"1,913",$400/mo,1.0,For Sale
246,Multiple Occupancy,1895,Gas,No Data,4 spaces,"$99,900","4232 W Gladys Ave, Chicago, IL 60624", No,8,2.0,2.0,"Home values in West Garfield Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Garfield Park will increase 7.1% () in the next year.This home is valued 11.8% lower () than the median home in West Garfield Park.The median Zestimate for this neighborhood is $113,328.",https://www.zillow.com/homedetails/4232-W-Gladys-Ave-Chicago-IL-60624/2101100530_zpid/,,,,,For Sale
247,Single Family,1933,Baseboard,No Data,1 space,"$319,000","(Undisclosed Address), Chicago, IL 60634", No,4,2.0,1.0,"Home values in Montclare have risen 0.6% () over the past 12 months.Zillow predicts the home values in Montclare will decrease 2.1% () in the next year.This home is valued 24.2% higher () than the median home in Montclare.The median Zestimate for this neighborhood is $256,941.",https://www.zillow.com/homedetails/Chicago-IL-60634/2077641610_zpid/,"4,538 sqft","2,800",None,1.0,For Sale
248,Condo,1997,Forced air,Central,1 space,"$269,900","2342 W Harrison St APT 2, Chicago, IL 60612", No,3,2.0,2.0,"Home values in Tri-Taylor have risen 0.6% () over the past 12 months.Zillow predicts the home values in Tri-Taylor will fall 2.1% () in the next year.This home is valued 3.6% higher () than the median home in Tri-Taylor.The median Zestimate for this neighborhood is $260,631.",https://www.zillow.com/homedetails/2342-W-Harrison-St-APT-2-Chicago-IL-60612/60270629_zpid/,,"1,775",$200/month,,For Sale
249,Single Family,1973,Gas,Central,2 spaces,"$159,900","11448 S Davol St, Chicago, IL 60643", No,5,2.0,1.0,"Home values in Morgan Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Morgan Park will fall 1.9% () in the next year.This home is valued 3.7% higher () than the median home in Morgan Park.The median Zestimate for this neighborhood is $154,237.",https://www.zillow.com/homedetails/11448-S-Davol-St-Chicago-IL-60643/4148759_zpid/,"3,484 sqft","1,350",,1.0,For Sale
250,Single Family,2018,Gas,Central,2 spaces,"$825,000","2933 N Spaulding Ave, Chicago, IL 60618", No,4,4.0,3.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 104.4% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2933-N-Spaulding-Ave-Chicago-IL-60618/65558272_zpid/,"3,092 sqft","3,000",,1.0,For Sale
251,Condo,No Data,"Forced air, Gas",Central,42 spaces,"$1,130,000","1400 W Monroe St #7D, Chicago, IL 60607", Yes,3,3.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 168.6% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-7D-Chicago-IL-60607/2077642345_zpid/,,"1,843",$445/mo,1.0,For Sale
252,Condo,1998,Forced air,Central,1 space,"$399,000","1720 N Kedzie Ave APT H, Chicago, IL 60647", No,3,3.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 1.2% lower () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647/60200537_zpid/,,"1,200",None,1.0,For Sale
253,Condo,No Data,"Forced air, Gas",Central,42 spaces,"$1,150,000","1400 W Monroe St #3B, Chicago, IL 60607", Yes,3,3.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 173.3% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-3B-Chicago-IL-60607/2077642552_zpid/,,"1,846",$455/mo,1.0,For Sale
254,Condo,2002,Forced air,Central,1 space,"$395,000","645 N Kingsbury St APT 2308, Chicago, IL 60654", No,2,2.0,2.0,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 7.1% lower () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2308-Chicago-IL-60654/63699867_zpid/,,"1,250",$936/month,,For Sale
255,Multiple Occupancy,No Data,Forced air,No Data,2 spaces,"$429,000","5519 N Major Ave, Chicago, IL 60630", No,5,3.0,3.0,"Home values in Jefferson Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Jefferson Park will decrease 2.4% () in the next year.This home is valued 41.5% higher () than the median home in Jefferson Park.The median Zestimate for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5519-N-Major-Ave-Chicago-IL-60630/2136768688_zpid/,,,,,For Sale
256,Condo,1970,Forced air,Central,2 spaces,"$849,900","1212 N Lake Shore Dr APT 17CN, Chicago, IL 60610", No,2,2.0,2.0,"Home values in Gold Coast have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% () in the next year.This home is valued 59.6% higher () than the median home in Gold Coast.The median Zestimate for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610/2077642729_zpid/,,"1,850","$1,317/month",,For Sale
257,Multiple Occupancy,1920,"Forced air, Gas",No Data,1 space,"$264,900","3125 W 42nd St, Chicago, IL 60632", No,4,3.0,3.0,"Home values in Brighton Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Brighton Park will increase 5.7% () in the next year.This home is valued 37.2% higher () than the median home in Brighton Park.The median Zestimate for this neighborhood is $193,113.",https://www.zillow.com/homedetails/3125-W-42nd-St-Chicago-IL-60632/2116496635_zpid/,,"1,000",,,For Sale
258,Condo,2008,"Forced air, Gas",Central,1 space,"$584,900","100 E 14th St APT 2610, Chicago, IL 60605", No,2,2.0,2.0,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 55.2% higher () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-2610-Chicago-IL-60605/99358149_zpid/,,"1,387",$616/mo,,For Sale
259,Condo,2005,Forced air,Central,1 space,"$500,000","1701 N Washtenaw Ave APT 1W, Chicago, IL 60647", No,3,3.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 23.9% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647/87715857_zpid/,,,$227/month,1.0,For Sale
260,Multi Family,1925,Other,Central,2 spaces,"$448,800","1617 W 37th St, Chicago, IL 60609", No,4,3.0,3.0,"Home values in McKinley Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in McKinley Park will fall 2.5% () in the next year.This home is valued 88.6% higher () than the median home in McKinley Park.The median Zestimate for this neighborhood is $237,941.",https://www.zillow.com/homedetails/1617-W-37th-St-Chicago-IL-60609/2099090920_zpid/,,"2,027",,,For Sale
261,Condo,1977,Forced air,Central,1 space,"$250,000","405 N Wabash Ave UNIT 1809, Chicago, IL 60611", No,1,1.0,1.0,"Home values in Near North have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near North will fall 0% () in the next year.This home is valued 35.9% lower () than the median home in Near North.The median Zestimate for this neighborhood is $390,006.",https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611/3865057_zpid/,,,$549/month,,For Sale
262,Condo,2007,Gas,Central,1 space,"$487,500","1920 W Diversey Pkwy #3, Chicago, IL 60614", No,2,2.0,2.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% () in the next year.This home is valued 9.8% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1920-W-Diversey-Pkwy-3-Chicago-IL-60614/89929073_zpid/,,,$243/month,,For Sale
263,Condo,No Data,"Forced air, Gas",Central,42 spaces,"$1,390,000","1400 W Monroe St #6G, Chicago, IL 60607", Yes,3,3.0,3.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 230.4% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-6G-Chicago-IL-60607/2077642883_zpid/,,"1,959",$547/mo,,For Sale
264,Condo,2000,Forced air,Central,1 space,"$649,000","618 W Oakdale Ave APT 3, Chicago, IL 60657", No,3,2.0,2.0,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% () in the next year.This home is valued 105.7% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/618-W-Oakdale-Ave-APT-3-Chicago-IL-60657/58361256_zpid/,,"2,000",$231/month,,For Sale
265,Single Family,1923,Gas,Central,2 spaces,"$499,000","4969 N Kolmar Ave, Chicago, IL 60630", No,4,4.0,4.0,"Home values in Albany Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% () in the next year.This home is valued 58.6% higher () than the median home in Albany Park.The median Zestimate for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4969-N-Kolmar-Ave-Chicago-IL-60630/2085298934_zpid/,"3,550 sqft","1,584",,,For Sale
266,Multiple Occupancy,1916,Gas,Central,2 spaces,"$589,000","4341 N Mcvicker Ave, Chicago, IL 60634", No,5,3.0,3.0,"Home values in Portage Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Portage Park will fall 2% () in the next year.This home is valued 103.2% higher () than the median home in Portage Park.The median Zestimate for this neighborhood is $289,874.",https://www.zillow.com/homedetails/4341-N-Mcvicker-Ave-Chicago-IL-60634/2085257443_zpid/,,,,,For Sale
267,Single Family,2009,Forced air,Central,6 spaces,"$7,999,000","460 W Huron St, Chicago, IL 60654", No,7,11.0,8.0,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 1781.9% higher () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/460-W-Huron-St-Chicago-IL-60654/70427044_zpid/,"7,405 sqft","10,360",$314/month,3.0,For Sale
268,Single Family,1987,Gas,Central,2 spaces,"$140,000","2516 E 83rd St, Chicago, IL 60617", No,3,2.0,2.0,"Home values in South Chicago have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Chicago will fall 5.1% () in the next year.This home is valued 44.7% higher () than the median home in South Chicago.The median Zestimate for this neighborhood is $96,782.",https://www.zillow.com/homedetails/2516-E-83rd-St-Chicago-IL-60617/4026957_zpid/,"4,164 sqft","1,278",,,For Sale
269,Condo,2005,"Baseboard, Electric",Central,2 spaces,"$1,295,000","21 E Huron St APT 3404, Chicago, IL 60611", No,3,4.0,3.0,"Home values in Near North have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near North will fall 0% () in the next year.This home is valued 232% higher () than the median home in Near North.The median Zestimate for this neighborhood is $390,006.",https://www.zillow.com/homedetails/21-E-Huron-St-APT-3404-Chicago-IL-60611/70449502_zpid/,,"2,500","$1,929/mo",1.0,For Sale
270,Condo,2007,"Forced air, Gas",Central,1 space,"$339,900","828 W Grace St APT 1308, Chicago, IL 60613", No,2,1.0,1.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% () in the next year.This home is valued 37.1% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/828-W-Grace-St-APT-1308-Chicago-IL-60613/89935628_zpid/,,,$422/mo,,For Sale
271,Single Family,1947,No Data,No Data,1 space,"$889,000","6958 N Tonty Ave, Chicago, IL 60646", No,4,4.0,3.0,"Home values in Wildwood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wildwood will fall 0.3% () in the next year.This home is valued 101.5% higher () than the median home in Wildwood.The median Zestimate for this neighborhood is $441,218.",https://www.zillow.com/homedetails/6958-N-Tonty-Ave-Chicago-IL-60646/3553382_zpid/,"6,838 sqft","3,000",,1.0,For Sale
