,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms,Status
281,Single Family,1909,Gas,No Data,None,," $134,999","7515 S Dobson Ave, Chicago, IL 60619","2,292", No, 5,,,"Home values in Grand Crossing have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Grand Crossing will fall 16.8% (↓) in the next year.This home is valued 40.9% higher (↑) than the median home in Grand Crossing.The median Zestimate® for this neighborhood is $95,799.",https://www.zillow.com/homedetails/7515-S-Dobson-Ave-Chicago-IL-60619/2112611935_zpid/,"3,049 sqft",,Sold
282,Condo,2006,Forced air,Central,2 spaces,$150/month," $345,000","1813 W Grand Ave #3, Chicago, IL 60622","1,200", No, 2, 2, 2,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 32% lower (↓) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1813-W-Grand-Ave-3-Chicago-IL-60622/65550998_zpid/,,,Sold
283,Condo,2009,Forced air,Central,1 space,$797/month," $540,000","303 W Ohio St APT 3507, Chicago, IL 60654",, No, 2, 2, 2,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 27% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/303-W-Ohio-St-APT-3507-Chicago-IL-60654/113955337_zpid/,,,Sold
284,Condo,No Data,Forced air,Central,1 space,$300/month," $135,000","6838 S Cornell Ave #3N, Chicago, IL 60649","1,200", No, 2, 2, 2,"Home values in South Shore have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Shore will rise 4.3% (↑) in the next year.This home is valued 24.3% higher (↑) than the median home in South Shore.The median Zestimate® for this neighborhood is $108,577.",https://www.zillow.com/homedetails/6838-S-Cornell-Ave-3N-Chicago-IL-60649/2078722578_zpid/,,,Sold
285,Condo,1923,No Data,No Data,None,$567/month," $410,000","3022 W Palmer Sq #103, Chicago, IL 60647","1,500", No, 2, 2, 2,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 1.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3022-W-Palmer-Sq-103-Chicago-IL-60647/49917234_zpid/,,,Sold
286,Condo,2007,Forced air,Central,2 spaces,$404/month," $515,000","2000 W Berwyn Ave APT 201, Chicago, IL 60625","1,633", No, 3, 2, 2,"Home values in Bowmanville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bowmanville will rise 4.8% (↑) in the next year.This home is valued 4.7% lower (↓) than the median home in Bowmanville.The median Zestimate® for this neighborhood is $540,497.",https://www.zillow.com/homedetails/2000-W-Berwyn-Ave-APT-201-Chicago-IL-60625/89882586_zpid/,,,Sold
287,Condo,No Data,Forced air,Central,1 space,$219/month," $402,500","3106 W Lyndale St #3B, Chicago, IL 60647",, No, 2, 2, 2,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 0.3% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3106-W-Lyndale-St-3B-Chicago-IL-60647/2078668702_zpid/,,,Sold
288,Townhouse,2002,Gas,Central,1 space,$308/month," $475,000","1725 W George St, Chicago, IL 60657","1,677", No, 2, 2, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 12.1% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1725-W-George-St-Chicago-IL-60657/2078594030_zpid/,No Data,,Sold
289,Single Family,1897,"Forced air, Gas",Central,2 spaces,," $900,000","1906 W Newport Ave, Chicago, IL 60657","1,520", No, 3, 3, 2,"Home values in Roscoe Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Roscoe Village will increase 0.6% (↑) in the next year.This home is valued 17.1% higher (↑) than the median home in Roscoe Village.The median Zestimate® for this neighborhood is $768,333.",https://www.zillow.com/homedetails/1906-W-Newport-Ave-Chicago-IL-60657/3710131_zpid/,"2,491 sqft", 1,Sold
290,Single Family,1948,Forced air,Central,2 spaces,None," $450,000","5233 N La Crosse Ave, Chicago, IL 60630","1,700", No, 3, 3, 2,"Home values in Forest Glen have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Forest Glen will fall 2.3% (↓) in the next year.This home is valued 21.7% higher (↑) than the median home in Forest Glen.The median Zestimate® for this neighborhood is $369,613.",https://www.zillow.com/homedetails/5233-N-La-Crosse-Ave-Chicago-IL-60630/3637262_zpid/,"3,781 sqft", 1,Sold
291,Townhouse,1997,Forced air,Central,1 space,None," $516,000","465 N Armour St, Chicago, IL 60642","1,890", No, 2, 3, 2,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 1.7% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/465-N-Armour-St-Chicago-IL-60642/49911553_zpid/,884 sqft, 1,Sold
292,Condo,1899,Forced air,Central,1 space,$195/month," $182,500","4709 N Kenmore Ave APT GN, Chicago, IL 60640","1,400", No, 2, 2, 2,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 39.9% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4709-N-Kenmore-Ave-APT-GN-Chicago-IL-60640/2087727566_zpid/,,,Sold
293,Condo,1924,Forced air,Central,1 space,$326/month," $262,000","2354 S Oakley Ave APT 2A, Chicago, IL 60608","1,200", No, 2, 2, 2,"Home values in 60608 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Heart of Italy will decrease 2.1% (↓) in the next year.This home is valued 6.8% lower (↓) than the median home in Heart of Italy.The median Zestimate® for this neighborhood is $281,000.",https://www.zillow.com/homedetails/2354-S-Oakley-Ave-APT-2A-Chicago-IL-60608/2095747598_zpid/,,,Sold
294,Condo,2003,Gas,Central,1 space,$672/month," $332,000","833 W 15th Pl UNIT 906, Chicago, IL 60608","1,300", No, 2, 2, 2,"Home values in University Village - Little Italy have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in University Village - Little Italy will fall 0.9% (↓) in the next year.This home is valued 5.5% lower (↓) than the median home in University Village - Little Italy.The median Zestimate® for this neighborhood is $351,164.",https://www.zillow.com/homedetails/833-W-15th-Pl-UNIT-906-Chicago-IL-60608/2079781753_zpid/,,,Sold
295,Single Family,1950,No Data,No Data,2 spaces,," $50,000","10106 S Hoxie Ave, Chicago, IL 60617",792, No, 3, 1,,"Home values in South Deering have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Deering will rise 2.6% (↑) in the next year.This home is valued 46.1% lower (↓) than the median home in South Deering.The median Zestimate® for this neighborhood is $92,849.",https://www.zillow.com/homedetails/10106-S-Hoxie-Ave-Chicago-IL-60617/4137451_zpid/,"4,836 sqft",,Sold
296,Single Family,1991,Forced air,Central,2 spaces,None," $390,000","3305 N Pittsburgh Ave, Chicago, IL 60634","1,296", No, 4, 2, 2,"Home values in Belmont Terrace have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Terrace will decrease 3.7% (↓) in the next year.This home is valued 45.7% higher (↑) than the median home in Belmont Terrace.The median Zestimate® for this neighborhood is $267,637.",https://www.zillow.com/homedetails/3305-N-Pittsburgh-Ave-Chicago-IL-60634/3596552_zpid/,"3,598 sqft",,Sold
297,Multi Family,1926,Gas,No Data,2 spaces,," $325,000","5907 W Wilson Ave, Chicago, IL 60630",, No, 6, 3, 3,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% (↓) in the next year.This home is valued 7.2% higher (↑) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5907-W-Wilson-Ave-Chicago-IL-60630/2080089971_zpid/,,,Sold
298,Single Family,1929,Forced air,Central,2 spaces,None," $362,000","4551 N Mobile Ave, Chicago, IL 60630","2,000", No, 4, 2, 2,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will decrease 2.4% (↓) in the next year.This home is valued 19.4% higher (↑) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/4551-N-Mobile-Ave-Chicago-IL-60630/3650726_zpid/,"3,780 sqft",,Sold
299,Multi Family,1924,Forced air,No Data,2 spaces,," $376,000","5321 N Manila Ave, Chicago, IL 60630",, No, 5, 2, 2,"Home values in 60630 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gladstone Park will decrease 1.4% (↓) in the next year.This home is valued 22% higher (↑) than the median home in Gladstone Park.The median Zestimate® for this neighborhood is $308,226.",https://www.zillow.com/homedetails/5321-N-Manila-Ave-Chicago-IL-60630/2078404764_zpid/,,,Sold
300,Condo,1895,Forced air,Central,None,No Data, $875,"3653 W Cortland St #G, Chicago, IL 60647",850, No, 1, 1,,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 99.8% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3653-W-Cortland-St-G-Chicago-IL-60647/2077881090_zpid/,,,Sold
301,Multi Family,1921,Forced air,No Data,2 spaces,," $410,000","4723 N Keating Ave, Chicago, IL 60630",, No, 5, 3, 3,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% (↓) in the next year.This home is valued 2.1% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4723-N-Keating-Ave-Chicago-IL-60630/2082554957_zpid/,,,Sold
302,Condo,1925,Forced air,Central,None,$199/month," $162,000","1659 W Pratt Blvd #AG, Chicago, IL 60626","1,000", No, 2, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will rise 1.4% (↑) in the next year.This home is valued 28.4% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1659-W-Pratt-Blvd-AG-Chicago-IL-60626/70447475_zpid/,,,Sold
303,Condo,1926,No Data,No Data,None,$282/month," $173,000","1221 W Lunt Ave APT 2B, Chicago, IL 60626",900, No, 2, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 23.5% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1221-W-Lunt-Ave-APT-2B-Chicago-IL-60626/3573651_zpid/,,,Sold
304,Multi Family,1924,Other,No Data,3 spaces,," $625,000","4941 N Francisco Ave, Chicago, IL 60625","1,500", No, 5, 3, 3,"Home values in Ravenswood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ravenswood will increase 2.6% (↑) in the next year.This home is valued 25.3% higher (↑) than the median home in Ravenswood.The median Zestimate® for this neighborhood is $498,877.",https://www.zillow.com/homedetails/4941-N-Francisco-Ave-Chicago-IL-60625/2103055340_zpid/,,,Sold
305,Condo,1987,Forced air,Central,1 space,$344/month," $173,000","3660 N Lake Shore Dr APT 2809, Chicago, IL 60613",550, No, 0, 1, 1,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 45.2% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/3660-N-Lake-Shore-Dr-APT-2809-Chicago-IL-60613/59205822_zpid/,,,Sold
306,Condo,1974,Gas,Central,1 space,$394/month," $212,500","1540 N La Salle Dr APT 303, Chicago, IL 60610",, No, 1, 1, 1,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% (↓) in the next year.This home is valued 46.7% lower (↓) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1540-N-La-Salle-Dr-APT-303-Chicago-IL-60610/3852957_zpid/,,,Sold
307,Single Family,1953,Gas,Central,2 spaces,None," $622,000","4583 N Melvina Ave, Chicago, IL 60630","3,500", No, 5, 3, 3,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will decrease 2.4% (↓) in the next year.This home is valued 105.2% higher (↑) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/4583-N-Melvina-Ave-Chicago-IL-60630/3650831_zpid/,"3,920 sqft",,Sold
