,Type,Year built,Heating,Cooling,Parking,Price/sqft,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms
288,Condo,1926,Forced air,Central,1 space,$223,"$145,000","1538 N Rockwell St APT 2R, Chicago, IL 60622", No, 1, 1, 1,"Home values in Humboldt Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% () in the next year.This home is valued 51.7% lower () than the median home in Humboldt Park.The median Zestimate for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1538-N-Rockwell-St-APT-2R-Chicago-IL-60622/2124725009_zpid/,,650,$107/month,
289,Condo,2000,Forced air,Central,1 space,$400,"$600,000","2728 N Lincoln Ave APT 3W, Chicago, IL 60614", No, 3, 2, 2,"Home values in Wrightwood Neighbors have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% () in the next year.This home is valued 11.4% lower () than the median home in Wrightwood Neighbors.The median Zestimate for this neighborhood is $677,229.",https://www.zillow.com/homedetails/2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614/60264905_zpid/,,"1,500",$330/month,
290,Multi Family,1905,No Data,No Data,None,No Data,"$164,900","5519 S Throop St, Chicago, IL 60636", No, 6, 2, 2,"Home values in Englewood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Englewood will rise 9% () in the next year.This home is valued 238.3% higher () than the median home in Englewood.The median Zestimate for this neighborhood is $48,744.",https://www.zillow.com/homedetails/5519-S-Throop-St-Chicago-IL-60636/2132471437_zpid/,,,,
291,Condo,2008,Forced air,Central,1 space,$375,"$299,900","659 W Randolph St #1415, Chicago, IL 60661", No, 1, 1, 1,"Home values in West Loop Gate have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Loop Gate will decrease 0.5% () in the next year.This home is valued 11.5% lower () than the median home in West Loop Gate.The median Zestimate for this neighborhood is $338,772.",https://www.zillow.com/homedetails/659-W-Randolph-St-1415-Chicago-IL-60661/2146845241_zpid/,,800,$560/month,
292,Condo,1966,"Forced air, Gas",Central,1 space,,"$123,500","6413 S Oak Park Ave APT 23E, Chicago, IL 60638", No, 2, 1, 1,"Home values in Clearing have risen 0.6% () over the past 12 months.Zillow predicts the home values in Clearing will increase 3.9% () in the next year.This home is valued 46.4% lower () than the median home in Clearing.The median Zestimate for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638/3947526_zpid/,,,$170/mo,
293,Condo,1972,"Forced air, Gas",Central,1 space,$188,"$159,999","4343 N Clarendon Ave APT 2713, Chicago, IL 60613", No, 1, 1, 1,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will increase 2% () in the next year.This home is valued 47.3% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613/3703086_zpid/,,850,$740/mo,
294,Condo,1920,Gas,Central,2 spaces,$421,"$590,000","550 N Kingsbury St APT 419, Chicago, IL 60654", No, 2, 2, 2,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 38.8% higher () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/550-N-Kingsbury-St-APT-419-Chicago-IL-60654/3862031_zpid/,,"1,400",$609/month,
295,Condo,2016,Gas,Central,1 space,$213,"$489,000","1006 W Cullerton St #1, Chicago, IL 60608", No, 3, 3, 2,"Home values in Pilsen have risen 0.6% () over the past 12 months.Zillow predicts the home values in Pilsen will fall 1.2% () in the next year.This home is valued 40.9% higher () than the median home in Pilsen.The median Zestimate for this neighborhood is $347,113.",https://www.zillow.com/homedetails/1006-W-Cullerton-St-1-Chicago-IL-60608/2101663446_zpid/,,"2,300",$211/mo, 1
296,Condo,No Data,"Forced air, Gas",Central,1 space,$191,"$229,000","4331 N Sacramento Ave #G, Chicago, IL 60618", No, 2, 1, 1,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% () in the next year.This home is valued 43% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4331-N-Sacramento-Ave-G-Chicago-IL-60618/2077646564_zpid/,,"1,200",$137/mo,
297,Condo,1920,Gas,No Data,None,$349,"$349,000","735 W Wellington Ave #3, Chicago, IL 60657", No, 2, 2, 2,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% () in the next year.This home is valued 10.6% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/735-W-Wellington-Ave-3-Chicago-IL-60657/3720464_zpid/,,"1,000",$470/month,
298,Condo,2004,Forced air,Central,1 space,$164,"$279,000","6116 S University Ave APT 2S, Chicago, IL 60637", No, 3, 2, 2,"Home values in Woodlawn have risen 0.6% () over the past 12 months.Zillow predicts the home values in Woodlawn will decrease 1.4% () in the next year.This home is valued 56.1% higher () than the median home in Woodlawn.The median Zestimate for this neighborhood is $178,718.",https://www.zillow.com/homedetails/6116-S-University-Ave-APT-2S-Chicago-IL-60637/2119994882_zpid/,,"1,700",$187/month,
299,Multi Family,No Data,Gas,No Data,2 spaces,No Data,"$435,000","3506 W Mclean Ave, Chicago, IL 60647", No, 7, 3, 3,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 7.8% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3506-W-Mclean-Ave-Chicago-IL-60647/2085473639_zpid/,,,,
300,Single Family,1920,Gas,Central,2 spaces,$170,"$409,000","939 N Pine Ave, Chicago, IL 60651", No, 5, 3, 3,"Home values in South Austin have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Austin will increase 3.4% () in the next year.This home is valued 141.3% higher () than the median home in South Austin.The median Zestimate for this neighborhood is $169,507.",https://www.zillow.com/homedetails/939-N-Pine-Ave-Chicago-IL-60651/3797123_zpid/,"5,000 sqft","2,400",,
301,Condo,1943,Forced air,Central,1 space,$245,"$429,000","1201 W Diversey Pkwy APT 2A, Chicago, IL 60614", No, 2, 3, 2,"Home values in Wrightwood Neighbors have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% () in the next year.This home is valued 36.7% lower () than the median home in Wrightwood Neighbors.The median Zestimate for this neighborhood is $677,229.",https://www.zillow.com/homedetails/1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614/3729284_zpid/,,"1,750",$498/month, 1
302,Condo,1974,Electric,No Data,2 spaces,$379,"$379,000","155 N Harbor Dr APT 4404, Chicago, IL 60601", No, 1, 2, 1,"Home values in New Eastside have risen 0.6% () over the past 12 months.Zillow predicts the home values in New Eastside will fall 1.7% () in the next year.This home is valued 22.7% lower () than the median home in New Eastside.The median Zestimate for this neighborhood is $490,075.",https://www.zillow.com/homedetails/155-N-Harbor-Dr-APT-4404-Chicago-IL-60601/3870549_zpid/,,"1,000",$752/mo, 1
303,Condo,2002,"Forced air, Gas",Central,1 space,$258,"$334,999","1524 S Sangamon St UNIT 407, Chicago, IL 60608", No, 2, 2, 2,"Home values in University Village - Little Italy have risen 0.6% () over the past 12 months.Zillow predicts the home values in University Village - Little Italy will decrease 0.9% () in the next year.This home is valued 4.6% lower () than the median home in University Village - Little Italy.The median Zestimate for this neighborhood is $351,164.",https://www.zillow.com/homedetails/1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608/65571967_zpid/,,"1,300",$584/mo,
304,Single Family,1895,Gas,Central,1 space,$130,"$195,900","571 N Long Ave, Chicago, IL 60644", No, 3, 3, 1,"Home values in South Austin have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Austin will increase 3.4% () in the next year.This home is valued 15.6% higher () than the median home in South Austin.The median Zestimate for this neighborhood is $169,507.",https://www.zillow.com/homedetails/571-N-Long-Ave-Chicago-IL-60644/3808555_zpid/,"3,632 sqft","1,512",, 2
305,Condo,2006,Forced air,Central,1 space,$206,"$505,000","1332 N Wolcott Ave #3, Chicago, IL 60622", No, 2, 2, 2,"Home values in Wicker Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wicker Park will rise 1.1% () in the next year.This home is valued 13.8% lower () than the median home in Wicker Park.The median Zestimate for this neighborhood is $585,609.",https://www.zillow.com/homedetails/1332-N-Wolcott-Ave-3-Chicago-IL-60622/87698475_zpid/,,"2,450",$220/month,
306,Condo,2008,Forced air,Central,1 space,$330,"$418,500","4846 N Clark St APT 501, Chicago, IL 60640", No, 2, 2, 2,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will increase 2% () in the next year.This home is valued 37.9% higher () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4846-N-Clark-St-APT-501-Chicago-IL-60640/2095839126_zpid/,,"1,270",$447/month,
307,Condo,2012,Forced air,Central,None,$200,"$279,999","4501 N Magnolia Ave #1S, Chicago, IL 60640", No, 2, 2, 2,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will increase 2% () in the next year.This home is valued 7.7% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4501-N-Magnolia-Ave-1S-Chicago-IL-60640/49917735_zpid/,,"1,400",$355/month,
308,Condo,2020,"Forced air, Gas",Central,1 space,$360,"$595,000","1717 N Humboldt Blvd #3S, Chicago, IL 60647", Yes, 3, 2, 2,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 47.4% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1717-N-Humboldt-Blvd-3S-Chicago-IL-60647/2077647635_zpid/,,"1,652",$210/mo,
309,Multi Family,1926,Gas,No Data,None,No Data,"$210,000","510 W 75th St, Chicago, IL 60621", No, 8, 4, 4,"Home values in Englewood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Englewood will rise 9% () in the next year.This home is valued 330.8% higher () than the median home in Englewood.The median Zestimate for this neighborhood is $48,744.",https://www.zillow.com/homedetails/510-W-75th-St-Chicago-IL-60621/2077647697_zpid/,,,,
310,Condo,1929,Forced air,Central,None,$283,"$259,900","3809 N Campbell Ave #1, Chicago, IL 60618", No, 2, 1, 1,"Home values in North Center have risen 0.6% () over the past 12 months.Zillow predicts the home values in North Center will increase 1.3% () in the next year.This home is valued 66% lower () than the median home in North Center.The median Zestimate for this neighborhood is $765,003.",https://www.zillow.com/homedetails/3809-N-Campbell-Ave-1-Chicago-IL-60618/58359454_zpid/,,918,$166/month,
311,Multiple Occupancy,1910,Gas,No Data,2 spaces,$111,"$239,000","6339 S Saint Lawrence Ave, Chicago, IL 60637", No, 6, 2, 2,"Home values in West Woodlawn have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Woodlawn will decrease 6.6% () in the next year.This home is valued 120.4% higher () than the median home in West Woodlawn.The median Zestimate for this neighborhood is $108,444.",https://www.zillow.com/homedetails/6339-S-Saint-Lawrence-Ave-Chicago-IL-60637/2134619852_zpid/,,"2,156",,
312,Multiple Occupancy,1888,"Baseboard, Forced air, Gas",Central,2 spaces,"$1,466","$850,000","1024 W Altgeld St, Chicago, IL 60614", No, 7, 5, 5,"Home values in Wrightwood Neighbors have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% () in the next year.This home is valued 25.5% higher () than the median home in Wrightwood Neighbors.The median Zestimate for this neighborhood is $677,229.",https://www.zillow.com/homedetails/1024-W-Altgeld-St-Chicago-IL-60614/2121220988_zpid/,,580,,
313,Condo,2014,Forced air,Central,1 space,No Data,"$799,500","1508 W Huron St #3E, Chicago, IL 60642", No, 3, 2, 2,"Home values in West Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% () in the next year.This home is valued 57.5% higher () than the median home in West Town.The median Zestimate for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1508-W-Huron-St-3E-Chicago-IL-60642/159464358_zpid/,,,$318/month,
314,Condo,1912,"Forced air, Gas",Central,No Data,$191,"$225,000","801 S Wells St APT 208, Chicago, IL 60607", No, 1, 1, 1,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 40.3% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/801-S-Wells-St-APT-208-Chicago-IL-60607/49910749_zpid/,,"1,175",$350/mo,
315,Single Family,1876,Forced air,Central,None,$451,"$725,000","1639 N Sedgwick St, Chicago, IL 60614", No, 3, 2, 2,"Home values in 60614 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town Triangle will decrease 0.9% () in the next year.This home is valued 13.6% higher () than the median home in Old Town Triangle.The median Zestimate for this neighborhood is $638,027.",https://www.zillow.com/homedetails/1639-N-Sedgwick-St-Chicago-IL-60614/3742716_zpid/,"1,973 sqft","1,608",None,
316,Condo,1927,"Radiant, Gas",Central,2 spaces,$340,"$749,000","3800 N Lake Shore Dr #14D, Chicago, IL 60613", No, 3, 3, 3,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% () in the next year.This home is valued 137.4% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/3800-N-Lake-Shore-Dr-14D-Chicago-IL-60613/3714308_zpid/,,"2,200","$1,622/mo",
